index,date,north,east,individ,gender
SEP0154093,2020-10-17,7067566,673698,NRM_988,Hona
SEP0154116,2020-08-30,6961511,577791,BI407349,Hona
SEP0154168,2020-09-09,6973631,619630,NRM_780,Hona
SEP0154237,2020-10-16,6989254,645380,NRM_864,Hona
SEP0154510,2020-10-17,7063854,656913,NRM_1059,Hane
SEP0154529,2020-10-10,6969818,591112,BI406549,Hona
SEP0154571,2020-09-17,7001156,626888,NRM_1179,Hona
SEP0154620,2020-09-07,6952050,532670,BI406665,Hane
SEP0154625,2020-10-16,7076299,676568,NRM_731,Hona
SEP0154626,2020-09-13,6952142,535949,BI407355,Hane
SEP0154654,2020-09-30,6975646,617586,NRM_652,Hane
SEP0154675,2020-09-10,6980409,622450,NRM_653,Hona
SEP0154681,2020-10-17,6973111,621759,NRM_865,Hona
SEP0154683,2020-09-10,6981079,624020,NRM_865,Hona
SEP0154761,2020-09-24,7039960,611756,NRM_634,Hona
SEP0154764,2020-09-10,7044684,615729,BI080515,Hane
SEP0154800,2020-09-14,6980318,595371,NRM_813,Hona
SEP0154801,2020-09-16,6976884,600022,NRM_771,Hona
SEP0154808,2020-09-20,6967231,581140,NRM_660,Hane
SEP0154812,2020-09-04,6930953,613521,NRM_1057,Hane
SEP0154815,2020-09-07,6943839,595804,NRM_781,Hane
SEP0154818,2020-09-06,6966905,579178,BI041489,Hane
SEP0154820,2020-09-09,6948168,594898,NRM_965,Hona
SEP0154821,2020-09-29,6977896,588009,NRM_1108,Hona
SEP0154825,2020-10-04,6975403,593638,NRM_813,Hona
SEP0154826,2020-09-19,6992980,590060,NRM_733,Hane
SEP0154827,2020-08-27,6943117,596021,NRM_781,Hane
SEP0154828,2020-10-12,6982098,591041,BI406549,Hona
SEP0154829,2020-09-19,6969194,580373,NRM_660,Hane
SEP0154830,2020-09-06,6968887,579028,NRM_660,Hane
SEP0154838,2020-09-11,6945951,595030,NRM_965,Hona
SEP0154839,2020-09-22,6971230,581280,NRM_1105,Hane
SEP0154842,2020-09-16,6985435,589364,NRM_771,Hona
SEP0154849,2020-09-14,6984034,589015,NRM_813,Hona
SEP0154850,2020-09-03,6980281,601779,BI406593,Hona
SEP0154856,2020-09-13,6978853,595296,NRM_1102,Hane
SEP0154887,2020-09-03,6978712,603179,BI406593,Hona
SEP0154890,2020-09-27,6977587,602262,NRM_771,Hona
SEP0154949,2020-10-12,6958594,598068,NRM_771,Hona
SEP0154954,2020-09-30,7067612,664695,BI406679,Hona
SEP0154994,2020-10-11,7071234,670685,NRM_1104,Hane
SEP0155202,2020-08-25,7045025,598739,NRM_1538,Okänt
SEP0155212,2020-09-10,7021919,574337,NRM_810,Hane
SEP0155216,2020-09-11,7041852,580978,BI406500,Hona
SEP0155230,2020-09-20,7040911,591555,NRM_912,Hona
SEP0155232,2020-09-30,7049099,564434,BI406645,Hona
SEP0155233,2020-09-12,7041070,599080,BI406692,Hane
SEP0155238,2020-09-17,7055888,578733,NRM_910,Hona
SEP0155240,2020-09-20,7041585,553362,NRM_1202,Hona
SEP0155241,2020-09-11,7041237,581991,BI406500,Hona
SEP0155242,2020-09-17,7023759,604766,BI414855,Hane
SEP0155243,2020-09-25,7057049,576443,NRM_1613,Hona
SEP0155246,2020-09-21,7026208,569140,NRM_1054,Hona
SEP0155259,2020-10-05,7053321,580820,NRM_910,Hona
SEP0155261,2020-09-18,7053129,547519,NRM_1162,Hona
SEP0155262,2020-09-19,7059839,543378,NRM_979,Hona
SEP0155265,2020-09-10,7044280,613758,BI080515,Hane
SEP0155279,2020-09-20,7051693,555628,BI406645,Hona
SEP0155288,2020-10-02,7090851,555845,NRM_701,Hona
SEP0155295,2020-09-27,7048573,570870,BI040898,Hona
SEP0155483,2020-08-23,6957403,596038,NRM_1057,Hane
SEP0155486,2020-09-20,6958331,585516,NRM_1262,Hona
SEP0155487,2020-10-06,6964703,575206,NRM_1105,Hane
SEP0156290,2020-09-08,7023746,630474,NRM_2039,Hona
SEP0156321,2020-09-07,6973491,628022,NRM_814,Hane
SEP0156324,2020-09-16,6962409,632749,BI414934,Hona
SEP0156484,2020-09-07,6973491,628021,NRM_865,Hona
SEP0156494,2020-09-07,6982981,621876,NRM_652,Hane
SEP0156524,2020-09-04,6988991,648897,BI406629,Hona
SEP0156622,2020-09-15,6975543,591019,BI406549,Hona
SEP0156632,2020-09-20,6974279,582331,NRM_1105,Hane
SEP0156652,2020-09-07,7039903,614258,BI080515,Hane
SEP0156717,2020-10-29,6961792,573865,BI407349,Hona
SEP0156754,2020-10-08,6928669,614350,NRM_1057,Hane
SEP0156762,2020-09-10,6958259,577008,BI041489,Hane
SEP0156764,2020-10-17,6946109,595020,NRM_965,Hona
SEP0156768,2020-09-10,6937612,601474,NRM_781,Hane
SEP0156786,2020-09-20,6955424,589135,NRM_660,Hane
SEP0156794,2020-10-10,6961162,602325,NRM_1102,Hane
SEP0156796,2020-09-08,6966953,582389,NRM_660,Hane
SEP0156903,2020-10-15,7057188,679234,NRM_934,Hona
SEP0156974,2020-10-17,6995841,648179,BI406629,Hona
SEP0157102,2020-10-02,7061439,700634,NRM_702,Hane
SEP0157111,2020-09-05,6992149,650224,NRM_882,Hona
SEP0157182,2020-09-17,6973770,640783,NRM_911,Hane
SEP0157208,2020-09-22,6974194,591255,NRM_1108,Hona
SEP0157351,2020-09-10,6974356,618447,NRM_911,Hane
SEP0157907,2020-08-29,6957547,578779,NRM_703,Hane
SEP0157917,2020-09-22,6960807,567951,NRM_960,Hane
SEP0157921,2020-08-30,6953032,583471,NRM_660,Hane
SEP0157928,2020-09-10,6989868,652309,BI406629,Hona
SEP0157929,2020-09-08,6951507,595869,NRM_1057,Hane
SEP0157930,2020-09-10,6965767,576571,BI041489,Hane
SEP0157945,2020-10-17,6993783,643697,NRM_882,Hona
SEP0157951,2020-09-28,6984243,619644,NRM_653,Hona
SEP0157956,2020-10-04,7065494,671789,NRM_632,Hona
SEP0157957,2020-09-30,7067739,663682,NRM_1030,Hane
SEP0157959,2020-10-10,7058741,679488,BI406730,Hona
SEP0157961,2020-09-25,7049469,690144,NRM_647,Hona
SEP0157964,2020-10-05,7034961,664510,NRM_843,Hane
SEP0157965,2020-09-11,7055831,676591,NRM_963,Hona
SEP0157966,2020-10-13,7084337,667785,NRM_852,Hane
SEP0157969,2020-10-12,7054847,649196,NRM_1734,Hona
SEP0157970,2020-09-11,7050980,685571,NRM_1040,Hona
SEP0157971,2020-10-17,7066861,660183,BI406583,Hona
SEP0157972,2020-10-05,7070835,660241,NRM_651,Hona
SEP0157973,2020-09-26,7042874,651636,NRM_1494,Hane
SEP0157979,2020-10-10,7065947,668336,BI406679,Hona
SEP0157980,2020-10-11,7073398,669761,NRM_1106,Hona
SEP0157981,2020-10-08,7069458,662281,NRM_651,Hona
SEP0157986,2020-10-12,7069026,666225,BI406615,Hona
