Vecka,Individ,Kon,LnNamn,Long,Lat,LongIndivid,LatIndivid
36,BI407187,Hona,Jämtlands,535433,7035933,531631.4,7035587.2
42,BI407081,Hona,Jämtlands,531004,7027143,523813.75,7030615.75
36,NRM_1171,Hane,Jämtlands,526809,7030129,530446.3333333334,7020155.333333333
44,NRM_710,Hane,Jämtlands,541212,7022606,534359.25,7029566.75
41,NRM_728,Hona,Jämtlands,521679,7011733,519064,7016158.857142857
38,NRM_762,Hane,Jämtlands,524948,7016103,521348.8181818182,7013015.454545454
38,NRM_1304,Hona,Jämtlands,544061,7008287,540888,7009573.5
42,NRM_1243,Hane,Jämtlands,543562,7040940,544462.1666666666,7042040.833333333
38,NRM_1171,Hane,Jämtlands,543790,7009221,530446.3333333334,7020155.333333333
41,NRM_762,Hane,Jämtlands,518919,7010707,521348.8181818182,7013015.454545454
41,NRM_762,Hane,Jämtlands,518438,7011293,521348.8181818182,7013015.454545454
38,NRM_1168,Hona,Jämtlands,530327,7023623,530383.5,7023888.5
39,NRM_676,Hona,Jämtlands,497711,7014160,496441.3333333333,7013645.666666667
41,NRM_728,Hona,Jämtlands,523413,7011638,519064,7016158.857142857
38,BI407238,Hona,Jämtlands,503822,7116528,501309.5,7113330
37,BI407149,Hona,Jämtlands,504194,7099865,500562.4,7100443.2
39,NRM_1435,Hona,Jämtlands,503324,7102543,502630,7102094
37,BI406767,Hane,Jämtlands,502933,7120692,499028,7118470
41,NRM_850,Hona,Jämtlands,546516,7094916,545877.25,7097299.5
37,NRM_1327,Hona,Jämtlands,501792,7118893,501792,7118893
37,NRM_707,Hane,Jämtlands,504912,7094764,501404.25,7096464.5
37,BI406767,Hane,Jämtlands,495899,7109901,499028,7118470
38,NRM_1294,Hona,Jämtlands,495662,7110739,495662,7110739
39,NRM_1435,Hona,Jämtlands,501936,7101645,502630,7102094
37,BI407345,Hona,Jämtlands,505297,7110822,505297,7110822
38,BI407114,Hona,Jämtlands,517017,7090555,517017,7090555
40,NRM_1593,Hona,Jämtlands,519257,7075150,519257,7075150
38,BI407149,Hona,Jämtlands,498301,7100463,500562.4,7100443.2
34,BI407021,Hona,Jämtlands,530556,7066082,534718.3333333334,7064829.333333333
38,NRM_820,Hona,Jämtlands,515289,7087317,515003.3333333333,7088082.333333333
36,BI407073,Hane,Jämtlands,522624,7073506,522624,7073506
37,NRM_705,Hona,Jämtlands,500150,7091082,498888,7095855
38,NRM_1450,Hane,Jämtlands,522471,7072487,522471,7072487
39,BI407238,Hona,Jämtlands,498797,7110132,501309.5,7113330
38,BI406825,Hona,Jämtlands,503671,7115375,503671,7115375
37,BI407149,Hona,Jämtlands,500790,7100112,500562.4,7100443.2
37,BI407009,Hona,Jämtlands,512697,7154772,512697,7154772
38,NRM_1665,Hona,Jämtlands,514433,7097753,514433,7097753
38,BI407302,Hona,Jämtlands,540530,6963599,544939.0833333334,6967018.666666667
37,NRM_719,Hane,Jämtlands,530612,6965794,526585.1666666666,6970525.916666667
39,BI407362,Hane,Jämtlands,552860,6972236,553005.4285714285,6982124
36,NRM_1653,Hona,Jämtlands,547941,6960515,547941,6960515
38,NRM_842,Hane,Jämtlands,477548,6906128,479021,6899625.5
39,NRM_802,Hona,Jämtlands,525376,6977229,527248.5,6979064.5
37,NRM_1422,Hona,Jämtlands,553508,6964015,549939.6666666666,6963185.333333333
36,BI407258,Hona,Jämtlands,480665,6915667,478059.4,6912263.6
41,BI407355,Hane,Jämtlands,536801,6965046,525953.4285714285,6962953.785714285
37,NRM_694,Hane,Jämtlands,480138,6916166,486987,6918125.6
38,BI407239,Hona,Jämtlands,477712,6910350,478965.64285714284,6899070
34,NRM_608,Hona,Jämtlands,512082,6950253,510728.8,6952873.4
37,NRM_646,Hane,Jämtlands,484136,6914269,492126.2,6917888.866666666
37,NRM_719,Hane,Jämtlands,529322,6957491,526585.1666666666,6970525.916666667
41,BI406995,Hane,Jämtlands,539113,6977977,548591.1666666666,6974969.833333333
38,NRM_771,Hona,Västernorrlands,579158,6996049,599351.8181818182,6968584.545454546
42,BI407355,Hane,Jämtlands,542662,6962160,525953.4285714285,6962953.785714285
41,BI407102,Hona,Jämtlands,567309,7008944,566318.6666666666,7012408
38,NRM_1215,Okänt,Jämtlands,521979,6968031,521979,6968031
37,NRM_669,Hane,Jämtlands,517196,6966863,529542.6666666666,6985887
37,BI407207,Hona,Jämtlands,570414,7002099,572902.8,7001635
37,BI407302,Hona,Jämtlands,543291,6961702,544939.0833333334,6967018.666666667
37,BI407302,Hona,Jämtlands,542635,6966043,544939.0833333334,6967018.666666667
36,BI406665,Hane,Västernorrlands,522124,6944108,526778.8947368421,6943378.736842105
36,NRM_1422,Hona,Jämtlands,546511,6960446,549939.6666666666,6963185.333333333
38,NRM_1185,Hona,Jämtlands,582791,7000385,572909.4285714285,7011409.857142857
40,NRM_2020,Hane,Jämtlands,577493,6998649,574530.75,7011215.5
37,BI407207,Hona,Jämtlands,575224,7005947,572902.8,7001635
35,BI407207,Hona,Jämtlands,574471,6998132,572902.8,7001635
38,NRM_658,Hona,Jämtlands,519713,6969004,519140.14285714284,6971907.142857143
41,NRM_2020,Hane,Jämtlands,569647,7013992,574530.75,7011215.5
39,BI407302,Hona,Jämtlands,542629,6963836,544939.0833333334,6967018.666666667
38,NRM_658,Hona,Jämtlands,519386,6967441,519140.14285714284,6971907.142857143
40,NRM_1152,Hane,Jämtlands,571876,7006884,570465.5,7005763.5
37,NRM_1631,Hane,Jämtlands,429925,6981805,429925,6981805
39,NRM_1051,Hona,Jämtlands,380905,6926251,380905,6926251
39,NRM_1142,Hona,Jämtlands,430458,6953076,416157.6666666667,6947966
39,NRM_749,Hona,Jämtlands,428218,6952005,428832,6945281
37,BI407337,Hona,Jämtlands,430892,6954479,430406,6956801.5
43,NRM_1550,Hona,Jämtlands,434916,6949742,434142.5,6949700
37,NRM_963,Hona,Västernorrlands,679373,7072431,683977.25,7061771.625
36,NRM_938,Hona,Västernorrlands,676104,7064178,678847.5,7063317.6
37,NRM_963,Hona,Västernorrlands,686458,7055498,683977.25,7061771.625
41,BI406730,Hona,Västernorrlands,678589,7057363,679637.2307692308,7063192.538461538
35,NRM_632,Hona,Västernorrlands,674674,7062413,673170.1851851852,7062214.407407408
37,BI415043,Hane,Västernorrlands,671879,7049422,672388.6,7054781.2
35,BI415043,Hane,Västernorrlands,675631,7057566,672388.6,7054781.2
36,NRM_934,Hona,Västernorrlands,673869,7069660,679023.1818181818,7063401.363636363
36,NRM_1040,Hona,Västernorrlands,699971,7051256,683444.375,7062981.5
38,BI406730,Hona,Västernorrlands,679965,7064802,679637.2307692308,7063192.538461538
37,NRM_977,Hane,Västernorrlands,673009,7069003,678908.5714285715,7063779.857142857
38,BI415002,Hane,Västernorrlands,688118,7063230,688035.5833333334,7068687.916666667
39,BI406714,Hona,Västernorrlands,659491,7081206,658940.0909090909,7075739.2727272725
35,NRM_632,Hona,Västernorrlands,676536,7063221,673170.1851851852,7062214.407407408
37,NRM_1077,Hona,Västernorrlands,702423,7049344,701584.6666666666,7057108.333333333
36,BI050057,Hona,Västernorrlands,676753,7072929,678206.2222222222,7073907.555555556
37,BI415002,Hane,Västernorrlands,684098,7073413,688035.5833333334,7068687.916666667
36,BI406730,Hona,Västernorrlands,673859,7069677,679637.2307692308,7063192.538461538
37,BI415002,Hane,Västernorrlands,687765,7071281,688035.5833333334,7068687.916666667
38,NRM_1349,Hane,Västernorrlands,664453,7078401,668299.5,7080184
37,NRM_934,Hona,Västernorrlands,676197,7064193,679023.1818181818,7063401.363636363
38,BI406702,Hona,Västernorrlands,661748,7079695,661748,7079695
35,BI406714,Hona,Västernorrlands,661643,7076760,658940.0909090909,7075739.2727272725
37,NRM_938,Hona,Västernorrlands,682402,7066622,678847.5,7063317.6
37,BI415002,Hane,Västernorrlands,690096,7069266,688035.5833333334,7068687.916666667
40,BI406687,Hona,Västernorrlands,701429,7051314,700980.6666666666,7050435.5
41,NRM_938,Hona,Västernorrlands,679201,7058063,678847.5,7063317.6
38,NRM_1104,Hane,Västernorrlands,669807,7065948,666902.25,7070952.25
35,NRM_632,Hona,Västernorrlands,673462,7062688,673170.1851851852,7062214.407407408
38,NRM_739,Hona,Västernorrlands,641724,7055639,639106.625,7054641
37,NRM_977,Hane,Västernorrlands,675308,7066142,678908.5714285715,7063779.857142857
38,NRM_739,Hona,Västernorrlands,642713,7054311,639106.625,7054641
39,BI406714,Hona,Västernorrlands,661129,7071938,658940.0909090909,7075739.2727272725
37,NRM_1040,Hona,Västernorrlands,660574,7075050,683444.375,7062981.5
35,BI407186,Hane,Västernorrlands,672887,7063942,681122.1875,7060038.5625
34,NRM_647,Hona,Västernorrlands,688487,7052412,690711.5625,7049412.625
40,NRM_851,Hane,Västernorrlands,673107,7056721,672499,7055692
37,NRM_739,Hona,Västernorrlands,641295,7056310,639106.625,7054641
40,NRM_651,Hona,Västernorrlands,658335,7072974,661279.8,7070296
36,NRM_763,Hona,Västernorrlands,662943,7071536,667622.1666666666,7069202
37,BI406634,Hane,Västernorrlands,706629,7050411,701345.3333333334,7042963.333333333
36,NRM_963,Hona,Västernorrlands,690047,7051333,683977.25,7061771.625
40,NRM_727,Hane,Västernorrlands,661295,7080912,660626.6,7081102.2
37,BI406572,Hona,Västernorrlands,638168,7081278,641369.5,7081461.25
39,BI406730,Hona,Västernorrlands,680759,7064628,679637.2307692308,7063192.538461538
36,BI407186,Hane,Västernorrlands,677475,7065795,681122.1875,7060038.5625
37,NRM_647,Hona,Västernorrlands,695318,7048422,690711.5625,7049412.625
35,NRM_1091,Hane,Västernorrlands,673208,7056005,672026.3333333334,7056465.666666667
37,NRM_938,Hona,Västernorrlands,673179,7069013,678847.5,7063317.6
38,NRM_934,Hona,Västernorrlands,680726,7064685,679023.1818181818,7063401.363636363
39,NRM_1094,Hane,Västernorrlands,666514,7067318,664979,7065381
38,NRM_632,Hona,Västernorrlands,676353,7063469,673170.1851851852,7062214.407407408
36,NRM_680,Hona,Jämtlands,559068,7010727,560120.5,7008704
35,NRM_828,Hane,Jämtlands,556743,7014934,554919,7013869
35,NRM_1132,Hane,Jämtlands,552574,7026960,548206.5,7026173.5
37,NRM_895,Hona,Jämtlands,556937,7021785,554585.5,7022393
35,NRM_709,Hona,Jämtlands,549946,7017803,545943.3636363636,7019107.545454546
36,BI041088,Hona,Jämtlands,547553,7016666,552348,7015313.363636363
34,BI406996,Hona,Jämtlands,550732,7003454,544674.6666666666,7007239.333333333
37,NRM_678,Hane,Jämtlands,559846,7010471,556361.7777777778,7012895.111111111
38,NRM_678,Hane,Jämtlands,559602,7010820,556361.7777777778,7012895.111111111
35,NRM_828,Hane,Jämtlands,553975,7013617,554919,7013869
35,NRM_755,Hona,Jämtlands,554013,7013569,552557.5714285715,7014713.857142857
39,NRM_709,Hona,Jämtlands,552615,7019980,545943.3636363636,7019107.545454546
34,BI407102,Hona,Jämtlands,559969,7017221,566318.6666666666,7012408
37,NRM_680,Hona,Jämtlands,560985,7009808,560120.5,7008704
35,NRM_709,Hona,Jämtlands,545124,7021428,545943.3636363636,7019107.545454546
36,NRM_754,Hona,Jämtlands,555100,7012235,555981.8461538461,7013300.384615385
34,NRM_1509,Hona,Jämtlands,503936,7023515,503936,7023515
38,NRM_1368,Hona,Jämtlands,511351,7024871,511464.54545454547,7028480.363636363
35,BI407130,Hona,Jämtlands,506543,7028111,504799.3125,7024118.875
36,NRM_1655,Hona,Jämtlands,532972,7058340,532972,7058340
34,NRM_625,Okänt,Jämtlands,515990,7029858,515990,7029858
38,BI407130,Hona,Jämtlands,506120,7021388,504799.3125,7024118.875
36,BI407130,Hona,Jämtlands,509076,7029253,504799.3125,7024118.875
34,BI407042,Hona,Jämtlands,513405,7031331,516637,7016514.2
38,NRM_1368,Hona,Jämtlands,512155,7027336,511464.54545454547,7028480.363636363
36,NRM_754,Hona,Jämtlands,558464,7013266,555981.8461538461,7013300.384615385
40,NRM_728,Hona,Jämtlands,506657,7021050,519064,7016158.857142857
37,NRM_678,Hane,Jämtlands,555854,7013571,556361.7777777778,7012895.111111111
36,NRM_1525,Hane,Jämtlands,560766,7011879,560766,7011879
37,NRM_828,Hane,Jämtlands,559003,7015723,554919,7013869
36,NRM_755,Hona,Jämtlands,546819,7016906,552557.5714285715,7014713.857142857
42,NRM_854,Hona,Jämtlands,550771,7007262,548654.5,7008363.5
36,NRM_828,Hane,Jämtlands,551827,7011566,554919,7013869
37,NRM_1172,Hane,Jämtlands,561851,7011468,575829,7006011.142857143
40,NRM_1594,Hona,Jämtlands,495768,7023908,495768,7023908
34,NRM_626,Hona,Jämtlands,514161,7029489,512051,7029624
39,NRM_677,Hane,Jämtlands,536658,7023906,536471,7024154.5
40,NRM_678,Hane,Jämtlands,568422,7010199,556361.7777777778,7012895.111111111
37,NRM_677,Hane,Jämtlands,536284,7024403,536471,7024154.5
41,BI407042,Hona,Jämtlands,524179,7011586,516637,7016514.2
34,BI407187,Hona,Jämtlands,520390,7035593,531631.4,7035587.2
40,NRM_1172,Hane,Jämtlands,578392,6996639,575829,7006011.142857143
40,NRM_675,Hane,Jämtlands,523139,7012790,511862.5,7017188.5
39,NRM_762,Hane,Jämtlands,518865,7013015,521348.8181818182,7013015.454545454
40,NRM_728,Hona,Jämtlands,521096,7014084,519064,7016158.857142857
37,NRM_837,Hane,Jämtlands,535069,7061995,535237,7060871
37,BI041493,Hane,Jämtlands,537186,7057261,533595.375,7043428.125
38,NRM_783,Hona,Jämtlands,544603,7024031,542928.9166666666,7020947.916666667
39,BI407042,Hona,Jämtlands,523828,7011708,516637,7016514.2
37,BI409276,Hane,Jämtlands,537779,7027114,552289,7006059
40,NRM_728,Hona,Jämtlands,519834,7014634,519064,7016158.857142857
37,BI407209,Hona,Jämtlands,525685,7056650,523479,7056519.5
40,NRM_1132,Hane,Jämtlands,543839,7025387,548206.5,7026173.5
40,NRM_728,Hona,Jämtlands,522105,7014625,519064,7016158.857142857
38,NRM_669,Hane,Jämtlands,524431,6995546,529542.6666666666,6985887
42,BI407035,Hona,Jämtlands,498767,7133746,503321.25,7133977.75
37,BI080374,Hane,Jämtlands,526563,6994959,539354.0714285715,6992914.285714285
39,NRM_675,Hane,Jämtlands,523305,7011276,511862.5,7017188.5
37,BI407209,Hona,Jämtlands,525617,7055747,523479,7056519.5
41,NRM_728,Hona,Jämtlands,520497,7014344,519064,7016158.857142857
39,NRM_741,Hane,Jämtlands,530145,7013161,518163.8333333333,7012335
39,NRM_783,Hona,Jämtlands,542974,7022825,542928.9166666666,7020947.916666667
34,BI407066,Hona,Jämtlands,535719,7059215,535496.5,7059445.5
37,BI407014,Hona,Jämtlands,532446,7014154,533213.875,7019235.25
37,BI407188,Hona,Jämtlands,546506,7029896,545403,7031152
37,NRM_1424,Hane,Jämtlands,534500,7055583,535240,7059880
37,NRM_896,Hane,Jämtlands,523716,7054379,523716,7054379
37,BI041493,Hane,Jämtlands,523606,7043213,533595.375,7043428.125
37,NRM_783,Hona,Jämtlands,542766,7023336,542928.9166666666,7020947.916666667
37,NRM_1170,Hane,Jämtlands,526661,7058066,521748.75,7057424.5
36,BI406809,Hane,Jämtlands,522847,7049711,529104.2857142857,7029094.714285715
37,BI407148,Hona,Jämtlands,527029,7048620,525366,7051200.25
37,BI407148,Hona,Jämtlands,525014,7050034,525366,7051200.25
37,BI407148,Hona,Jämtlands,523004,7051918,525366,7051200.25
34,BI041271,Hona,Jämtlands,510644,7094108,509637.3333333333,7094158
37,NRM_707,Hane,Jämtlands,502251,7096831,501404.25,7096464.5
36,BI407086,Hona,Jämtlands,521433,7119946,521433,7119946
37,NRM_1328,Hona,Jämtlands,505176,7120815,505176,7120815
37,NRM_707,Hane,Jämtlands,500419,7095664,501404.25,7096464.5
42,BI407255,Hona,Jämtlands,501429,7116315,503905.5,7116915.5
35,NRM_1147,Hona,Jämtlands,514404,7094117,517129.5,7094354.5
37,NRM_1569,Hona,Jämtlands,509883,7087383,512472.5,7084188.5
35,BI041271,Hona,Jämtlands,509178,7092165,509637.3333333333,7094158
34,NRM_1461,Hona,Jämtlands,525147,7074855,525147,7074855
35,NRM_792,Hane,Jämtlands,524653,7064447,524078,7058475.666666667
37,NRM_1372,Hona,Jämtlands,531672,7065705,535271.3333333334,7064476.333333333
38,NRM_1368,Hona,Jämtlands,509726,7026651,511464.54545454547,7028480.363636363
39,NRM_963,Hona,Västernorrlands,681864,7070393,683977.25,7061771.625
44,NRM_1557,Hona,Västernorrlands,685090,7044896,685090,7044896
35,NRM_988,Hona,Västernorrlands,688020,7064150,689010.6666666666,7060518.333333333
37,NRM_844,Hane,Västernorrlands,686269,7045265,694111.5,7043748.5
38,BI414785,Hona,Västernorrlands,660027,7093353,660027,7093353
37,BI415007,Hona,Västernorrlands,688720,7070748,688595,7071700
37,NRM_1094,Hane,Västernorrlands,665326,7074148,664979,7065381
38,BI040977,Hona,Västernorrlands,687397,7043239,678593.2222222222,7042886.222222222
40,BI406679,Hona,Västernorrlands,670394,7068514,667808.3333333334,7067357.666666667
34,NRM_1510,Hane,Västernorrlands,666574,7080933,670423.5,7080427
37,NRM_1312,Hane,Västernorrlands,671944,7055402,672804,7053556.75
42,NRM_1040,Hona,Västernorrlands,688197,7063466,683444.375,7062981.5
38,NRM_633,Hane,Västernorrlands,634755,7081060,635549.4444444445,7061961.444444444
37,BI415043,Hane,Västernorrlands,671277,7056149,672388.6,7054781.2
42,NRM_977,Hane,Västernorrlands,683350,7064136,678908.5714285715,7063779.857142857
38,BI406730,Hona,Västernorrlands,679526,7066916,679637.2307692308,7063192.538461538
38,NRM_1040,Hona,Västernorrlands,678586,7057091,683444.375,7062981.5
37,BI406631,Hona,Västernorrlands,671927,7054647,670117,7049878.5
39,NRM_740,Hona,Västernorrlands,686612,7052601,686340.5,7054602.833333333
37,NRM_934,Hona,Västernorrlands,675652,7065653,679023.1818181818,7063401.363636363
35,NRM_632,Hona,Västernorrlands,673970,7063404,673170.1851851852,7062214.407407408
39,BI406714,Hona,Västernorrlands,661125,7071945,658940.0909090909,7075739.2727272725
38,NRM_1239,Hona,Västernorrlands,673171,7075841,671545,7072571.666666667
39,BI406714,Hona,Västernorrlands,679733,7067564,658940.0909090909,7075739.2727272725
40,NRM_647,Hona,Västernorrlands,689474,7050383,690711.5625,7049412.625
35,NRM_988,Hona,Västernorrlands,699556,7051343,689010.6666666666,7060518.333333333
34,BI415002,Hane,Västernorrlands,687224,7052979,688035.5833333334,7068687.916666667
39,NRM_831,Hane,Västernorrlands,664339,7087059,666761.5,7080234.5
38,BI406621,Hona,Västernorrlands,690108,7069198,691948,7066511.333333333
38,BI407186,Hane,Västernorrlands,689678,7059292,681122.1875,7060038.5625
39,NRM_763,Hona,Västernorrlands,670932,7070860,667622.1666666666,7069202
37,NRM_852,Hane,Västernorrlands,666818,7073924,669249.4,7079163.8
35,NRM_831,Hane,Västernorrlands,669747,7074870,666761.5,7080234.5
38,NRM_934,Hona,Västernorrlands,675778,7068343,679023.1818181818,7063401.363636363
36,BI415002,Hane,Västernorrlands,690904,7066242,688035.5833333334,7068687.916666667
38,BI041000,Hona,Västernorrlands,688524,7057606,587833,7084893
37,NRM_1276,Okänt,Västernorrlands,657996,7072973,657996,7072973
38,BI406730,Hona,Västernorrlands,679318,7065585,679637.2307692308,7063192.538461538
36,BI415002,Hane,Västernorrlands,690503,7067641,688035.5833333334,7068687.916666667
42,NRM_963,Hona,Västernorrlands,685867,7062797,683977.25,7061771.625
35,NRM_1511,Hona,Västernorrlands,689036,7063069,689036,7063069
37,NRM_702,Hane,Västernorrlands,670518,7056693,681550.8333333334,7064040.5
37,NRM_740,Hona,Västernorrlands,687087,7059485,686340.5,7054602.833333333
39,NRM_852,Hane,Västernorrlands,666764,7073831,669249.4,7079163.8
38,BI406669,Hane,Västernorrlands,653712,7057019,659128.8571428572,7052234
37,NRM_632,Hona,Västernorrlands,673772,7060288,673170.1851851852,7062214.407407408
37,NRM_1336,Hane,Västernorrlands,670589,7056847,672207.5,7052666.5
37,NRM_988,Hona,Västernorrlands,690404,7061037,689010.6666666666,7060518.333333333
34,NRM_1353,Hona,Västernorrlands,671427,7064453,661573.6666666666,7063132.666666667
37,NRM_673,Hane,Jämtlands,534141,7100444,532793.5,7099582.5
37,BI406928,Hona,Jämtlands,505232,7059184,494283.8333333333,7061431.25
37,NRM_907,Hona,Jämtlands,503877,7060282,496703.625,7062173.125
35,BI406805,Hona,Jämtlands,506372,7059387,502993,7058556
39,BI407089,Hona,Jämtlands,511616,7118321,512438,7112704
37,NRM_1244,Hona,Jämtlands,532541,7082561,533365.6666666666,7085074
35,BI407149,Hona,Jämtlands,502842,7100286,500562.4,7100443.2
39,NRM_720,Hona,Jämtlands,505871,7130101,509372.55555555556,7131882.666666667
39,BI407255,Hona,Jämtlands,506382,7117516,503905.5,7116915.5
37,NRM_969,Hona,Jämtlands,508709,7149938,507605.25,7149649.75
35,NRM_607,Hane,Jämtlands,508287,7137446,511018.6,7138434.8
37,NRM_1081,Hona,Jämtlands,505720,7059525,495211.5,7062087.833333333
38,BI407172,Hona,Jämtlands,526277,7100516,527705.1,7098082
39,BI407035,Hona,Jämtlands,508957,7131341,503321.25,7133977.75
39,BI406956,Hane,Jämtlands,509732,7129207,509732,7129207
35,BI406805,Hona,Jämtlands,502465,7058421,502993,7058556
37,NRM_1415,Hane,Jämtlands,501320,7056101,501320,7056101
37,NRM_1574,Hona,Jämtlands,511964,7044386,511964,7044386
35,BI406805,Hona,Jämtlands,506441,7059306,502993,7058556
41,NRM_853,Hona,Jämtlands,543067,7125700,543067,7125700
38,NRM_997,Hona,Jämtlands,505478,7059575,502898.5,7062442
35,NRM_1512,Hona,Jämtlands,500594,7107717,500594,7107717
38,BI407309,Hane,Jämtlands,434813,7005156,433278,7007559.4
38,NRM_1206,Hane,Jämtlands,431836,7006059,441797.3333333333,7010073.888888889
38,NRM_1148,Hona,Jämtlands,450293,6876960,449700.5,6883948
39,BI407311,Hona,Jämtlands,454900,6872626,453465.5,6873841.5
39,NRM_1611,Hane,Jämtlands,466218,6862581,466218,6862581
38,NRM_1305,Hane,Jämtlands,467697,6862085,463104,6854826.5
37,NRM_776,Hona,Jämtlands,493820,6903972,488890,6901041
38,NRM_857,Hane,Västernorrlands,512278,6905270,525878,6909324.6
39,NRM_1357,Hane,Jämtlands,498074,6870430,500389.5,6870478.875
34,BI407017,Hona,Jämtlands,497870,6907449,499247.1666666667,6909153
34,NRM_646,Hane,Jämtlands,495156,6915886,492126.2,6917888.866666666
34,BI407017,Hona,Jämtlands,497847,6907595,499247.1666666667,6909153
34,NRM_1482,Hona,Jämtlands,497216,6901276,497216,6901276
36,NRM_1524,Hona,Jämtlands,517527,6895081,517527,6895081
37,NRM_1445,Hona,Jämtlands,498927,6891503,498504,6891238.5
37,BI409227,Hane,Jämtlands,493887,6884332,499534.4,6882713
39,NRM_1357,Hane,Jämtlands,497351,6870248,500389.5,6870478.875
36,BI409227,Hane,Jämtlands,497974,6882701,499534.4,6882713
41,BI406814,Hona,Jämtlands,486747,6859456,486859,6863058.5
39,NRM_1370,Hona,Jämtlands,497545,6870120,496651.5,6870821
43,NRM_1272,Hona,Jämtlands,512645,6882358,511458,6880968
39,NRM_1357,Hane,Jämtlands,504873,6870353,500389.5,6870478.875
39,NRM_1210,Hane,Jämtlands,515174,6882850,515174,6882850
36,NRM_871,Hona,Jämtlands,505611,6893146,506636,6892792.5
39,NRM_1092,Hane,Jämtlands,515614,6887781,514404.5,6885160
39,NRM_857,Hane,Västernorrlands,509384,6904365,525878,6909324.6
41,NRM_858,Hane,Jämtlands,509157,6893267,507128.25,6897901.75
36,NRM_856,Hona,Jämtlands,509807,6894222,509867.125,6904060.375
36,BI080250,Hona,Jämtlands,508868,6893880,508868,6893880
37,BI409266,Hona,Jämtlands,519353,6890212,519353,6890212
38,BI406967,Hona,Jämtlands,467564,6896002,468579.92307692306,6895378.692307692
38,BI407239,Hona,Jämtlands,477448,6906030,478965.64285714284,6899070
39,BI407166,Hona,Jämtlands,521243,6979909,521478.14285714284,6976146.071428572
37,BI080293,Hane,Jämtlands,482226,6912417,484288,6914073.6
39,BI407166,Hona,Jämtlands,518708,6977356,521478.14285714284,6976146.071428572
38,NRM_669,Hane,Jämtlands,520807,6963937,529542.6666666666,6985887
39,BI406636,Hane,Jämtlands,518583,6982345,523219.8333333333,6988100.666666667
40,BI407247,Hona,Jämtlands,529801,6958186,537288.75,6958320.25
37,NRM_608,Hona,Jämtlands,511325,6950631,510728.8,6952873.4
35,NRM_608,Hona,Jämtlands,510704,6957249,510728.8,6952873.4
39,BI407017,Hona,Jämtlands,498067,6910624,499247.1666666667,6909153
37,NRM_804,Hane,Jämtlands,488397,6900413,496030.5,6899281.5
37,NRM_1423,Hona,Jämtlands,529879,6964411,528210.5,6966202
40,NRM_1123,Hane,Jämtlands,552640,6968609,554346.4,6975208.8
40,BI406636,Hane,Jämtlands,532601,6976984,523219.8333333333,6988100.666666667
39,BI407129,Hane,Jämtlands,547166,6958865,557296.7142857143,6954278.428571428
37,NRM_719,Hane,Jämtlands,528282,6962654,526585.1666666666,6970525.916666667
37,NRM_689,Hane,Västernorrlands,521764,6948706,522475.2727272727,6938779.909090909
36,BI406665,Hane,Västernorrlands,523636,6943193,526778.8947368421,6943378.736842105
36,NRM_719,Hane,Jämtlands,530615,6957104,526585.1666666666,6970525.916666667
36,NRM_719,Hane,Jämtlands,529998,6957841,526585.1666666666,6970525.916666667
39,BI407166,Hona,Jämtlands,518416,6981893,521478.14285714284,6976146.071428572
36,NRM_719,Hane,Jämtlands,529998,6957841,526585.1666666666,6970525.916666667
38,BI406665,Hane,Västernorrlands,537627,6949285,526778.8947368421,6943378.736842105
42,NRM_802,Hona,Jämtlands,527019,6978851,527248.5,6979064.5
39,NRM_764,Hona,Jämtlands,521234,6975548,522306.6666666667,6974796.333333333
39,NRM_1123,Hane,Jämtlands,552243,6974037,554346.4,6975208.8
40,BI407129,Hane,Jämtlands,552181,6958988,557296.7142857143,6954278.428571428
42,BI407302,Hona,Jämtlands,544081,6965497,544939.0833333334,6967018.666666667
38,BI406995,Hane,Jämtlands,550526,6972345,548591.1666666666,6974969.833333333
38,BI406995,Hane,Jämtlands,552517,6970708,548591.1666666666,6974969.833333333
38,BI406559,Hane,Jämtlands,550908,6973781,559181.25,6968238.75
36,BI406717,Hona,Västernorrlands,584578,7000628,586028.4166666666,7009491.5
35,BI409202,Hane,Jämtlands,574611,6986641,571184.8571428572,6984257.142857143
39,BI406995,Hane,Jämtlands,552489,6970723,548591.1666666666,6974969.833333333
35,NRM_1172,Hane,Jämtlands,568554,7011410,575829,7006011.142857143
42,NRM_957,Hona,Jämtlands,575307,7002428,576218.3333333334,7007282.666666667
36,NRM_1172,Hane,Jämtlands,584591,6997997,575829,7006011.142857143
37,BI407102,Hona,Jämtlands,571678,7011059,566318.6666666666,7012408
34,NRM_667,Hane,Jämtlands,541845,6985992,540321,6988805.583333333
39,BI407348,Hona,Jämtlands,540260,6983517,537690,6982398.333333333
37,NRM_1003,Hona,Jämtlands,569980,7007029,569133.5,7008469.5
37,NRM_667,Hane,Jämtlands,536083,6991749,540321,6988805.583333333
36,NRM_765,Hane,Västernorrlands,550389,7062355,552870.1875,7060147.25
37,NRM_714,Hane,Jämtlands,575139,7083239,572001.375,7083107.0625
37,NRM_1028,Hona,Jämtlands,543171,7082035,543171,7082035
34,NRM_1558,Hane,Jämtlands,562879,7092502,562879,7092502
37,NRM_1198,Hane,Jämtlands,539255,7067635,539757,7067689
42,BI406954,Hona,Jämtlands,565819,7093480,563791.5,7093085.5
35,NRM_765,Hane,Västernorrlands,547851,7063971,552870.1875,7060147.25
