Vecka,Individ,Kon,LnNamn,Long,Lat,LongIndivid,LatIndivid
37,BI080374,Hane,Jämtlands,560024,6996084,539354.0714285715,6992914.285714285
34,BI407362,Hane,Jämtlands,555326,6996514,553005.4285714285,6982124
36,BI080374,Hane,Jämtlands,538408,6999234,539354.0714285715,6992914.285714285
37,NRM_666,Hona,Jämtlands,540043,6999807,537722.8888888889,6994675.888888889
44,NRM_667,Hane,Jämtlands,540965,6995734,540321,6988805.583333333
37,NRM_666,Hona,Jämtlands,536369,6993458,537722.8888888889,6994675.888888889
34,NRM_748,Hane,Jämtlands,545517,6990882,547374,6986852.5
37,BI080374,Hane,Jämtlands,547540,6981817,539354.0714285715,6992914.285714285
38,NRM_667,Hane,Jämtlands,547489,6997819,540321,6988805.583333333
36,NRM_892,Hane,Jämtlands,535401,7094011,535920.6666666666,7092176
36,BI000030,Hona,Jämtlands,482193,7139709,482193,7139709
35,BI407092,Hona,Jämtlands,490011,7127284,490011,7127284
35,NRM_1171,Hane,Jämtlands,520740,7021116,530446.3333333334,7020155.333333333
36,BI041168,Hona,Jämtlands,426000,6909232,426000,6909232
37,NRM_1164,Hane,Jämtlands,443698,7012326,443182.4,7011197.2
36,BI406983,Hona,Jämtlands,492945,7122361,492945,7122361
40,BI407144,Hona,Jämtlands,393750,6965743,397621,6965331.4
41,NRM_716,Hona,Jämtlands,480837,6877820,476922.6153846154,6878965.461538462
42,NRM_1061,Hona,Jämtlands,484074,6867218,481475.125,6870148.875
42,NRM_1041,Hane,Jämtlands,496017,6879945,495823.4,6878803.2
42,NRM_944,Hona,Jämtlands,413428,6877618,414517.3333333333,6878107.333333333
42,NRM_1748,Hane,Jämtlands,487866,6889017,487866,6889017
42,NRM_890,Hona,Jämtlands,488517,6890070,490462.6666666667,6887631
42,NRM_1061,Hona,Jämtlands,484105,6868837,481475.125,6870148.875
42,NRM_858,Hane,Jämtlands,509095,6893125,507128.25,6897901.75
41,BI080300,Hona,Jämtlands,480183,6871640,482928.4285714286,6873792.571428572
41,NRM_1061,Hona,Jämtlands,480647,6871131,481475.125,6870148.875
42,NRM_716,Hona,Jämtlands,478717,6876559,476922.6153846154,6878965.461538462
43,BI407319,Hona,Jämtlands,422933,6847900,424558,6848330
42,NRM_716,Hona,Jämtlands,475873,6878947,476922.6153846154,6878965.461538462
41,NRM_1061,Hona,Jämtlands,480183,6871640,481475.125,6870148.875
37,NRM_1022,Hona,Jämtlands,452901,6846110,449555,6842610.5
37,BI406873,Hona,Jämtlands,439118,6861348,439118,6861348
37,NRM_1124,Hona,Jämtlands,436963,6855448,437177.25,6858587
37,NRM_994,Hona,Jämtlands,445654,6860654,442508.3333333333,6864890.333333333
42,NRM_1017,Hona,Jämtlands,449634,6858425,450352,6860386
34,NRM_791,Hona,Jämtlands,442629,6841765,438161.5,6840035
41,NRM_1124,Hona,Jämtlands,439656,6858383,437177.25,6858587
37,NRM_1576,Hona,Jämtlands,439458,6856168,439458,6856168
37,NRM_1167,Hane,Jämtlands,458515,6837590,458515,6837590
37,NRM_1124,Hona,Jämtlands,434719,6860368,437177.25,6858587
34,NRM_1442,Hona,Jämtlands,450912,6849777,450531,6847942.5
36,NRM_861,Hona,Jämtlands,456790,6843975,455560,6847077
37,NRM_994,Hona,Jämtlands,437020,6857457,442508.3333333333,6864890.333333333
34,NRM_1417,Hona,Jämtlands,443043,6844882,443043,6844882
34,BI406755,Hona,Jämtlands,437007,6845177,437007,6845177
34,NRM_1487,Hane,Jämtlands,437951,6866156,437951,6866156
37,NRM_628,Hona,Jämtlands,425758,6864341,425173.25,6870850.75
37,NRM_961,Hona,Jämtlands,424263,6860748,424263,6860748
34,BI407082,Hane,Jämtlands,436462,6844164,436126.5,6859337.5
37,BI407248,Hane,Västernorrlands,556791,7042297,555744,7043689.75
42,NRM_823,Hona,Västernorrlands,581678,7069090,587123,7062184
43,BI406670,Hona,Västernorrlands,617798,7010175,616382,7014457.75
36,BI406990,Hona,Jämtlands,507610,7135589,507556.5,7135635
38,BI406645,Hona,Västernorrlands,556112,7048136,567802,7050275
39,NRM_750,Hane,Västernorrlands,604329,7017212,601903.5,7012703
40,NRM_713,Hane,Västernorrlands,580931,7076583,582338.6666666666,7077436
36,BI406620,Hona,Västernorrlands,617437,7050372,615213.4444444445,7056338.777777778
37,BI406692,Hane,Västernorrlands,617058,7049828,607638.25,7047338.916666667
37,BI407248,Hane,Västernorrlands,558270,7048624,555744,7043689.75
34,NRM_941,Hona,Jämtlands,421788,6873255,421788,6873255
34,NRM_944,Hona,Jämtlands,413534,6877304,414517.3333333333,6878107.333333333
37,BI406494,Hona,Västernorrlands,598187,7082551,597656,7082064.5
39,BI406620,Hona,Västernorrlands,619655,7051877,615213.4444444445,7056338.777777778
36,NRM_750,Hane,Västernorrlands,604572,7010870,601903.5,7012703
38,BI406620,Hona,Västernorrlands,617184,7050037,615213.4444444445,7056338.777777778
37,NRM_773,Hane,Västernorrlands,598086,7015941,598226.25,7017908.375
37,NRM_1302,Hane,Västernorrlands,583297,7040730,583332.5,7040693
38,NRM_662,Hane,Västernorrlands,586945,7047422,583749.6666666666,7050538.666666667
37,NRM_1443,Hane,Jämtlands,426724,6873967,426724,6873967
38,NRM_1355,Hona,Västernorrlands,587947,7050073,587636.6666666666,7051111.333333333
38,NRM_830,Hane,Jämtlands,524988,7031877,524251.5,7028540
39,NRM_1355,Hona,Västernorrlands,587187,7052637,587636.6666666666,7051111.333333333
39,BI406494,Hona,Västernorrlands,597125,7081578,597656,7082064.5
40,NRM_663,Hona,Jämtlands,495492,6982903,494448.5,6979603.5
42,NRM_1125,Hona,Västernorrlands,587354,7083578,589279,7085315.75
37,NRM_1270,Hane,Jämtlands,464572,7087494,465590.6,7084650.8
34,NRM_869,Hane,Jämtlands,485196,7021007,482654.6666666667,7022774.333333333
38,NRM_881,Hane,Jämtlands,489894,7011777,491641.28571428574,7011166.142857143
37,NRM_942,Hane,Jämtlands,488274,7063660,487651.0833333333,7052142.25
36,NRM_869,Hane,Jämtlands,483315,7022495,482654.6666666667,7022774.333333333
36,BI407301,Hona,Jämtlands,478711,7054804,477267.2,7058290.8
36,BI406897,Hane,Jämtlands,460677,7045715,471957.14285714284,7028125
36,NRM_2045,Hona,Jämtlands,496640,7076685,496640,7076685
40,BI407257,Hane,Jämtlands,481954,7077708,482275.8333333333,7080762.333333333
37,NRM_1270,Hane,Jämtlands,462042,7090889,465590.6,7084650.8
37,NRM_886,Hona,Jämtlands,491414,7044281,491207.6,7043191.8
35,NRM_886,Hona,Jämtlands,489523,7045027,491207.6,7043191.8
37,NRM_942,Hane,Jämtlands,486433,7063564,487651.0833333333,7052142.25
40,NRM_664,Hona,Jämtlands,476143,7059212,479773.2,7061675.8
39,BI407257,Hane,Jämtlands,480644,7076550,482275.8333333333,7080762.333333333
34,BI407301,Hona,Jämtlands,477441,7064216,477267.2,7058290.8
40,BI406897,Hane,Jämtlands,479284,7048280,471957.14285714284,7028125
37,BI409177,Hona,Jämtlands,505543,6869774,505543,6869774
37,NRM_1180,Hona,Jämtlands,479570,6931995,479570,6931995
37,NRM_1320,Hona,Jämtlands,504615,6871094,504615,6871094
38,BI406930,Hona,Jämtlands,469416,6920093,466169.25,6922355.25
37,BI409244,Hane,Jämtlands,483584,6933394,478000.3333333333,6929347
37,BI409244,Hane,Jämtlands,469853,6925384,478000.3333333333,6929347
37,BI407184,Hona,Jämtlands,472018,6946283,474020.8333333333,6946054
42,BI406845,Hane,Västernorrlands,491736,6931494,495098.3333333333,6933910.916666667
39,NRM_751,Hona,Jämtlands,429036,6841203,429036,6841203
40,NRM_718,Hona,Jämtlands,505574,6875022,504838,6875644.5
42,BI041122,Hona,Jämtlands,494679,6886472,493803.5,6886485.833333333
36,NRM_1648,Okänt,Jämtlands,480925,6912366,480925,6912366
35,NRM_887,Hane,Jämtlands,462284,6921957,462284,6921957
41,BI407239,Hona,Jämtlands,473612,6912205,478965.64285714284,6899070
39,BI406859,Hona,Jämtlands,470437,6911667,464780,6909509
38,NRM_785,Hane,Jämtlands,438295,7032456,439550.8,7023728.2
42,NRM_847,Hane,Jämtlands,463844,7051647,458496.2,7053505.2
38,NRM_785,Hane,Jämtlands,438277,7032498,439550.8,7023728.2
36,NRM_1287,Hona,Jämtlands,555127,7101545,552491.5,7100172
38,NRM_1287,Hona,Jämtlands,549856,7098799,552491.5,7100172
40,NRM_665,Hona,Jämtlands,560236,7075461,560209,7077195.5
39,NRM_752,Hona,Jämtlands,544424,7116968,544606.5,7115206
37,BI407181,Hona,Jämtlands,535215,7123343,535217.6,7120248.4
42,NRM_1564,Hane,Jämtlands,572447,7102170,570352,7105187.5
35,NRM_1080,Hona,Jämtlands,572786,7088670,568723.3333333334,7078454.333333333
38,BI406931,Hona,Jämtlands,543946,7127729,549965.75,7121189.75
37,NRM_1418,Hane,Jämtlands,537447,7121261,546233,7117945.5
38,BI406782,Hona,Jämtlands,528110,7141625,527769,7141414.4
34,NRM_1484,Hona,Jämtlands,549058,7129465,548998,7129461.5
35,BI041291,Hona,Jämtlands,556667,7101071,555060,7109014.285714285
36,NRM_924,Hane,Jämtlands,560911,7088902,556967,7086544
39,BI407191,Hona,Jämtlands,527618,7136852,516570.125,7130474.75
34,NRM_618,Hona,Jämtlands,555168,7099980,555168,7099980
35,BI414968,Okänt,Jämtlands,565416,7115663,565416,7115663
38,BI414910,Hona,Jämtlands,557928,7124726,554673,7125143.2
38,BI406654,Hona,Västernorrlands,577557,7089312,587375.375,7084762.375
38,BI406786,Hona,Jämtlands,554356,7096908,554356,7096908
37,NRM_1431,Hane,Jämtlands,548992,7100336,550235.5,7101142
38,NRM_1447,Hane,Jämtlands,552344,7114650,552344,7114650
36,NRM_1080,Hona,Jämtlands,566284,7060298,568723.3333333334,7078454.333333333
38,BI406895,Hane,Jämtlands,545042,7136475,546215.5,7132522
42,BI406931,Hona,Jämtlands,550548,7116172,549965.75,7121189.75
34,NRM_1484,Hona,Jämtlands,548938,7129458,548998,7129461.5
36,BI406895,Hane,Jämtlands,547389,7128569,546215.5,7132522
34,BI407212,Hona,Jämtlands,575751,7090310,574654.25,7090003.75
35,BI407212,Hona,Jämtlands,575637,7089454,574654.25,7090003.75
38,NRM_674,Hona,Jämtlands,553900,7111511,556104,7116527
35,NRM_1488,Hane,Jämtlands,554435,7114484,554435,7114484
34,NRM_1456,Hane,Jämtlands,547363,7130350,541670.5,7132823.25
34,NRM_1456,Hane,Jämtlands,550766,7123240,541670.5,7132823.25
42,BI407094,Hona,Jämtlands,492753,6914875,490892,6913298.8
42,NRM_646,Hane,Jämtlands,492246,6913765,492126.2,6917888.866666666
41,NRM_1098,Hane,Västernorrlands,511794,6912496,511794,6912496
42,BI080318,Hane,Västernorrlands,504619,6911314,502416.5,6912930.5
38,BI407075,Hona,Jämtlands,497700,6882464,497814.5,6880713.75
36,BI407017,Hona,Jämtlands,503505,6905784,499247.1666666667,6909153
39,NRM_1429,Hane,Västernorrlands,503546,6910124,502772.5,6910489
37,BI407094,Hona,Jämtlands,486607,6914866,490892,6913298.8
38,NRM_917,Hona,Jämtlands,501101,6908883,496741.5,6909748
38,BI406628,Hane,Jämtlands,516688,6890030,513996.5,6894397
37,NRM_1419,Hona,Jämtlands,486009,6920795,486009,6920795
37,BI407094,Hona,Jämtlands,487453,6913036,490892,6913298.8
38,NRM_942,Hane,Jämtlands,487610,7061001,487651.0833333333,7052142.25
38,BI407301,Hona,Jämtlands,478734,7054774,477267.2,7058290.8
35,NRM_1540,Hane,Jämtlands,477076,7066735,477076,7066735
39,NRM_1449,Hane,Jämtlands,475948,7076358,479301.3333333333,7074596
40,NRM_664,Hona,Jämtlands,482236,7061772,479773.2,7061675.8
34,BI407351,Hona,Jämtlands,465366,7074585,466862,7074936.2
37,BI407351,Hona,Jämtlands,467127,7075513,466862,7074936.2
36,BI406897,Hane,Jämtlands,477178,7056115,471957.14285714284,7028125
42,NRM_1062,Hane,Jämtlands,482837,7095596,482837,7095596
37,BI406861,Hona,Jämtlands,515935,7156664,518188.3333333333,7156481.666666667
34,NRM_891,Hona,Jämtlands,512258,7126722,510467.6666666667,7127690.666666667
37,NRM_744,Hona,Jämtlands,499518,7084415,499096.4285714286,7086563.714285715
35,NRM_1279,Hona,Jämtlands,515561,7126654,512116.6666666667,7126216.333333333
38,NRM_765,Hane,Västernorrlands,544608,7063116,552870.1875,7060147.25
35,NRM_744,Hona,Jämtlands,498158,7084360,499096.4285714286,7086563.714285715
34,BI406941,Hona,Jämtlands,544557,7110480,544557,7110480
38,NRM_1243,Hane,Jämtlands,542715,7042514,544462.1666666666,7042040.833333333
39,NRM_1432,Hona,Jämtlands,509337,7144175,508903.5,7146134.5
40,NRM_1145,Hane,Västernorrlands,545864,7064298,550369.5,7060541.5
34,NRM_619,Hona,Jämtlands,537802,7083081,537078.5,7083585
42,NRM_1063,Hona,Jämtlands,544293,7076522,546811.3333333334,7076862.333333333
37,BI406949,Hane,Västernorrlands,573835,7067962,581898.25,7074702.25
37,BI040996,Hona,Jämtlands,552657,7082227,550817.8,7083242.8
39,NRM_1244,Hona,Jämtlands,533752,7087624,533365.6666666666,7085074
37,BI406990,Hona,Jämtlands,507503,7135681,507556.5,7135635
37,BI040996,Hona,Jämtlands,552378,7081827,550817.8,7083242.8
42,NRM_1064,Hona,Jämtlands,544553,7073660,545504,7073865.5
35,NRM_726,Hane,Jämtlands,541006,7049482,536584.1538461539,7040336.538461538
38,NRM_1636,Hane,Jämtlands,571153,7094790,571153,7094790
34,BI407323,Hona,Jämtlands,537928,7082988,537928,7082988
34,NRM_620,Hane,Jämtlands,525058,7046466,526673.3,7020329.3
36,BI407302,Hona,Jämtlands,546011,6983453,544939.0833333334,6967018.666666667
39,NRM_970,Hona,Jämtlands,529651,7056604,534517.6666666666,7048910.833333333
38,NRM_768,Hona,Västernorrlands,642574,7073124,635473.8571428572,7077460.428571428
38,NRM_1143,Hane,Jämtlands,507326,6987260,506702.5,6993304.833333333
40,BI407209,Hona,Jämtlands,523577,7054516,523479,7056519.5
44,BI407209,Hona,Jämtlands,526096,7055413,523479,7056519.5
38,NRM_907,Hona,Jämtlands,497929,7060182,496703.625,7062173.125
37,NRM_1170,Hane,Jämtlands,525839,7056816,521748.75,7057424.5
37,NRM_792,Hane,Jämtlands,524859,7055909,524078,7058475.666666667
40,BI407209,Hona,Jämtlands,521244,7055423,523479,7056519.5
37,BI407351,Hona,Jämtlands,469884,7076713,466862,7074936.2
37,BI406893,Hane,Jämtlands,525001,7046527,524209.5,7058253.5
38,BI407257,Hane,Jämtlands,489887,7077981,482275.8333333333,7080762.333333333
38,NRM_741,Hane,Jämtlands,510265,7010616,518163.8333333333,7012335
38,NRM_1081,Hona,Jämtlands,496843,7063552,495211.5,7062087.833333333
36,NRM_1368,Hona,Jämtlands,516759,7036720,511464.54545454547,7028480.363636363
39,BI406962,Hane,Jämtlands,494993,7063385,494903.5,7061801.5
38,NRM_664,Hona,Jämtlands,481905,7067470,479773.2,7061675.8
36,NRM_867,Hona,Jämtlands,475019,7075938,475019,7075938
36,NRM_1169,Hane,Jämtlands,504233,6991291,506847.4,6988154.2
37,NRM_1169,Hane,Jämtlands,506779,6987264,506847.4,6988154.2
40,NRM_1123,Hane,Jämtlands,555421,6976657,554346.4,6975208.8
38,NRM_936,Hona,Jämtlands,492758,7081094,491629.8,7058315.6
38,BI406962,Hane,Jämtlands,496793,7063858,494903.5,7061801.5
36,BI407205,Hane,Jämtlands,503265,6995543,508257,6992054.333333333
37,NRM_1081,Hona,Jämtlands,492900,7059918,495211.5,7062087.833333333
38,BI406962,Hane,Jämtlands,496851,7063609,494903.5,7061801.5
37,BI407149,Hona,Jämtlands,496685,7101490,500562.4,7100443.2
38,NRM_907,Hona,Jämtlands,489888,7067287,496703.625,7062173.125
37,BI041493,Hane,Jämtlands,526049,7046733,533595.375,7043428.125
38,BI407148,Hona,Jämtlands,526417,7054229,525366,7051200.25
37,BI406928,Hona,Jämtlands,495494,7064778,494283.8333333333,7061431.25
37,BI406928,Hona,Jämtlands,496584,7058465,494283.8333333333,7061431.25
39,NRM_970,Hona,Jämtlands,530056,7058743,534517.6666666666,7048910.833333333
37,NRM_710,Hane,Jämtlands,524111,7046283,534359.25,7029566.75
37,BI407349,Hona,Jämtlands,569067,6972948,571560.2222222222,6964163.666666667
37,NRM_792,Hane,Jämtlands,522722,7055071,524078,7058475.666666667
39,NRM_726,Hane,Jämtlands,540555,7049866,536584.1538461539,7040336.538461538
36,NRM_1372,Hona,Jämtlands,534633,7062462,535271.3333333334,7064476.333333333
42,NRM_817,Hona,Jämtlands,505477,7074943,504698.25,7072837.25
42,NRM_1065,Hona,Jämtlands,572498,7098452,572498,7098452
37,BI407309,Hane,Jämtlands,434858,7006384,433278,7007559.4
38,NRM_1283,Hona,Jämtlands,444132,7045839,446012.6666666667,7046428.666666667
41,NRM_716,Hona,Jämtlands,478255,6878975,476922.6153846154,6878965.461538462
40,NRM_842,Hane,Jämtlands,480494,6893123,479021,6899625.5
34,NRM_1047,Hane,Jämtlands,443724,6872143,449388.5,6874781.75
34,BI040826,Hona,Jämtlands,448283,6871667,449493,6870227.5
37,NRM_996,Hona,Jämtlands,442581,6876864,442002.5,6877965.5
37,BI406837,Hona,Jämtlands,451572,6869606,451206,6870489
38,BI407319,Hona,Jämtlands,426183,6848760,424558,6848330
44,NRM_804,Hane,Jämtlands,498945,6901260,496030.5,6899281.5
36,BI407281,Hona,Jämtlands,514617,6901265,515113.5,6904224.75
39,NRM_818,Hona,Jämtlands,497749,6870540,497749,6870540
39,NRM_1041,Hane,Jämtlands,494983,6875700,495823.4,6878803.2
40,NRM_804,Hane,Jämtlands,498145,6901371,496030.5,6899281.5
36,NRM_1500,Hona,Jämtlands,495154,6903585,495154,6903585
36,BI409227,Hane,Jämtlands,501500,6883597,499534.4,6882713
37,NRM_2038,Hona,Jämtlands,493316,6901659,493316,6901659
34,BI406967,Hona,Jämtlands,469030,6897940,468579.92307692306,6895378.692307692
37,NRM_1445,Hona,Jämtlands,498081,6890974,498504,6891238.5
36,BI409227,Hane,Jämtlands,500771,6886404,499534.4,6882713
39,NRM_1266,Hane,Jämtlands,515849,6887797,511237.5,6888393.5
38,NRM_758,Hona,Västernorrlands,502718,6905408,500249,6909780
39,BI406747,Hona,Jämtlands,515582,6887817,515582,6887817
39,BI080215,Hona,Jämtlands,516817,6883825,516817,6883825
37,NRM_1272,Hona,Jämtlands,510271,6879578,511458,6880968
34,BI406763,Hona,Jämtlands,462941,6871242,462941,6871242
36,NRM_1649,Hane,Jämtlands,512912,6891755,512912,6891755
37,NRM_1041,Hane,Jämtlands,504365,6881594,495823.4,6878803.2
39,NRM_1043,Hona,Jämtlands,514044,6947727,513444,6949636.5
38,BI406665,Hane,Västernorrlands,531993,6950972,526778.8947368421,6943378.736842105
40,NRM_667,Hane,Jämtlands,539931,6987476,540321,6988805.583333333
40,NRM_666,Hona,Jämtlands,539187,6987145,537722.8888888889,6994675.888888889
40,NRM_667,Hane,Jämtlands,533116,6977183,540321,6988805.583333333
37,NRM_1079,Hane,Jämtlands,516550,6948532,510393.8333333333,6945469.666666667
35,NRM_1079,Hane,Jämtlands,516046,6947017,510393.8333333333,6945469.666666667
42,NRM_770,Hane,Västernorrlands,530960,6951297,531267.6,6944485.2
38,BI407302,Hona,Jämtlands,545200,6961024,544939.0833333334,6967018.666666667
38,NRM_949,Hona,Jämtlands,490964,6943171,494524,6950853.285714285
39,BI407302,Hona,Jämtlands,545707,6964281,544939.0833333334,6967018.666666667
37,BI407355,Hane,Jämtlands,508051,6960287,525953.4285714285,6962953.785714285
42,BI407129,Hane,Jämtlands,560233,6955963,557296.7142857143,6954278.428571428
42,NRM_1066,Hane,Västernorrlands,554861,6952900,556812.8571428572,6948802.714285715
36,NRM_663,Hona,Jämtlands,493405,6976304,494448.5,6979603.5
34,NRM_1489,Okänt,Jämtlands,500956,6949380,500956,6949380
38,NRM_906,Hona,Jämtlands,489974,6961908,491261.25,6962081.75
34,NRM_1197,Hona,Jämtlands,493942,6971034,490495.625,6975522
37,NRM_1197,Hona,Jämtlands,492807,6972874,490495.625,6975522
42,NRM_613,Hane,Jämtlands,501128,6945202,496924.6153846154,6948005.615384615
35,NRM_906,Hona,Jämtlands,488152,6954223,491261.25,6962081.75
34,NRM_1197,Hona,Jämtlands,493653,6970428,490495.625,6975522
38,NRM_613,Hane,Jämtlands,492233,6943239,496924.6153846154,6948005.615384615
34,NRM_1079,Hane,Jämtlands,504564,6944068,510393.8333333333,6945469.666666667
38,BI041095,Hona,Jämtlands,492627,6956139,489650.6666666667,6955343.333333333
37,NRM_613,Hane,Jämtlands,500737,6942974,496924.6153846154,6948005.615384615
38,BI407050,Hane,Västernorrlands,514877,6985930,521600.85714285716,6940512.357142857
36,NRM_1146,Hona,Västernorrlands,504339,6940170,504339,6940170
39,NRM_613,Hane,Jämtlands,502824,6948404,496924.6153846154,6948005.615384615
38,NRM_1202,Hona,Västernorrlands,546992,7049958,550177,7045771.5
37,NRM_626,Hona,Jämtlands,510127,7029229,512051,7029624
34,NRM_675,Hane,Jämtlands,515997,7016806,511862.5,7017188.5
36,BI407042,Hona,Jämtlands,510704,7016427,516637,7016514.2
38,NRM_849,Hona,Jämtlands,478840,7104494,478840,7104494
39,NRM_825,Hona,Jämtlands,494228,7093166,494228,7093166
39,NRM_744,Hona,Jämtlands,494213,7093168,499096.4285714286,7086563.714285715
40,NRM_668,Hane,Jämtlands,448870,7058883,448870,7058883
36,BI407167,Hona,Jämtlands,499596,7022580,497476.14285714284,7023254
38,NRM_1303,Hane,Jämtlands,476224,6997499,475774.5,6998439.5
42,BI407203,Hane,Jämtlands,469924,7089693,469924,7089693
36,NRM_1362,Hane,Jämtlands,470347,7026846,459804.8,7039551
36,NRM_1362,Hane,Jämtlands,469734,7030776,459804.8,7039551
35,BI406897,Hane,Jämtlands,466800,7043078,471957.14285714284,7028125
34,BI406897,Hane,Jämtlands,490239,6905712,471957.14285714284,7028125
37,NRM_1126,Hane,Jämtlands,470680,7091162,471358.3333333333,7090280
42,NRM_664,Hona,Jämtlands,476343,7058156,479773.2,7061675.8
42,BI407041,Hona,Jämtlands,470732,7089385,470732,7089385
42,NRM_1126,Hane,Jämtlands,471873,7088750,471358.3333333333,7090280
41,NRM_670,Hona,Jämtlands,518173,6992763,518484.1,6995809.6
44,BI407289,Hona,Jämtlands,518123,7006325,518323.28571428574,7004816
35,NRM_1711,Hane,Jämtlands,468719,7099594,468384.5,7099682
39,NRM_669,Hane,Jämtlands,522395,6997045,529542.6666666666,6985887
42,NRM_779,Hona,Jämtlands,520512,7000257,522789.2,7000388.8
42,BI407289,Hona,Jämtlands,519102,7000113,518323.28571428574,7004816
37,NRM_1126,Hane,Jämtlands,471522,7090928,471358.3333333333,7090280
42,NRM_836,Hane,Jämtlands,522326,7001048,514075.0833333333,6998099.166666667
37,NRM_1321,Hane,Jämtlands,452976,7100643,452788.3333333333,7097322.333333333
37,NRM_997,Hona,Jämtlands,509178,7060549,502898.5,7062442
36,NRM_783,Hona,Jämtlands,541101,7022032,542928.9166666666,7020947.916666667
38,BI407350,Hona,Jämtlands,435272,7004372,433026,7010060
34,BI041150,Hona,Jämtlands,424451,6871698,426840,6871771
34,NRM_1217,Okänt,Jämtlands,421308,6872731,421308,6872731
37,NRM_1222,Hane,Jämtlands,421872,6873203,421872,6873203
37,NRM_897,Hane,Västernorrlands,594063,7012794,595454,7013947.285714285
38,BI407350,Hona,Jämtlands,434798,7005022,433026,7010060
35,BI406712,Hona,Västernorrlands,599804,7018721,602879.5,7017323.5
34,BI407014,Hona,Jämtlands,530651,7027249,533213.875,7019235.25
35,BI406848,Hona,Jämtlands,543165,7094786,543165,7094786
34,BI041493,Hane,Jämtlands,534424,7037401,533595.375,7043428.125
38,NRM_620,Hane,Jämtlands,521785,7021154,526673.3,7020329.3
41,NRM_620,Hane,Jämtlands,521679,7013623,526673.3,7020329.3
37,NRM_726,Hane,Jämtlands,531801,7031064,536584.1538461539,7040336.538461538
37,BI406809,Hane,Jämtlands,533166,7024276,529104.2857142857,7029094.714285715
34,BI406809,Hane,Jämtlands,531165,7028833,529104.2857142857,7029094.714285715
36,NRM_620,Hane,Jämtlands,531114,7024721,526673.3,7020329.3
36,BI406928,Hona,Jämtlands,485547,7058973,494283.8333333333,7061431.25
34,BI407187,Hona,Jämtlands,534417,7037409,531631.4,7035587.2
37,BI406809,Hane,Jämtlands,532087,7028793,529104.2857142857,7029094.714285715
38,NRM_728,Hona,Jämtlands,523420,7012153,519064,7016158.857142857
36,BI406847,Hane,Jämtlands,522931,7026136,517828.5,7025713
38,NRM_762,Hane,Jämtlands,523742,7013534,521348.8181818182,7013015.454545454
39,NRM_726,Hane,Jämtlands,537511,7036896,536584.1538461539,7040336.538461538
38,NRM_762,Hane,Jämtlands,523249,7013579,521348.8181818182,7013015.454545454
38,NRM_726,Hane,Jämtlands,531457,7032823,536584.1538461539,7040336.538461538
38,NRM_620,Hane,Jämtlands,535350,7022662,526673.3,7020329.3
38,NRM_1630,Hona,Jämtlands,531646,7025479,531646,7025479
38,NRM_1168,Hona,Jämtlands,530440,7024154,530383.5,7023888.5
38,BI407042,Hona,Jämtlands,523469,7013580,516637,7016514.2
38,NRM_620,Hane,Jämtlands,522780,7012927,526673.3,7020329.3
37,NRM_726,Hane,Jämtlands,532387,7032774,536584.1538461539,7040336.538461538
34,NRM_726,Hane,Jämtlands,535626,7038663,536584.1538461539,7040336.538461538
41,NRM_710,Hane,Jämtlands,534446,7029582,534359.25,7029566.75
42,NRM_760,Hane,Jämtlands,543490,7012479,541847.3333333334,7013823.666666667
39,BI407042,Hona,Jämtlands,520584,7016372,516637,7016514.2
34,BI407187,Hona,Jämtlands,533308,7032133,531631.4,7035587.2
38,BI406809,Hane,Jämtlands,526526,7026642,529104.2857142857,7029094.714285715
39,BI407014,Hona,Jämtlands,533579,7022948,533213.875,7019235.25
38,NRM_726,Hane,Jämtlands,537349,7030245,536584.1538461539,7040336.538461538
38,NRM_1223,Hona,Jämtlands,519786,7010055,513911,6999411.5
37,BI407042,Hona,Jämtlands,524257,7009721,516637,7016514.2
37,NRM_728,Hona,Jämtlands,524125,7010962,519064,7016158.857142857
39,NRM_620,Hane,Jämtlands,521205,7014026,526673.3,7020329.3
38,NRM_762,Hane,Jämtlands,524058,7013415,521348.8181818182,7013015.454545454
34,BI407187,Hona,Jämtlands,534609,7036868,531631.4,7035587.2
35,NRM_726,Hane,Jämtlands,534845,7033263,536584.1538461539,7040336.538461538
37,BI406809,Hane,Jämtlands,532064,7024377,529104.2857142857,7029094.714285715
37,BI080374,Hane,Jämtlands,526311,6996088,539354.0714285715,6992914.285714285
38,NRM_741,Hane,Jämtlands,519369,7010720,518163.8333333333,7012335
37,BI407014,Hona,Jämtlands,529295,7027467,533213.875,7019235.25
38,NRM_762,Hane,Jämtlands,519730,7010183,521348.8181818182,7013015.454545454
40,NRM_697,Hona,Jämtlands,516150,7005325,518419.8333333333,7003720.666666667
38,NRM_803,Hane,Jämtlands,520061,6991268,512790.45454545453,6990374
40,NRM_719,Hane,Jämtlands,521332,6999791,526585.1666666666,6970525.916666667
39,NRM_1072,Hane,Jämtlands,519801,7002559,516850,7004282.6
38,NRM_670,Hona,Jämtlands,522226,6994982,518484.1,6995809.6
39,NRM_670,Hona,Jämtlands,519748,6993551,518484.1,6995809.6
39,NRM_918,Hona,Jämtlands,517633,7003690,517202,7005450.2
37,NRM_719,Hane,Jämtlands,518185,6992614,526585.1666666666,6970525.916666667
40,NRM_1072,Hane,Jämtlands,516094,7005238,516850,7004282.6
